Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,X,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,TotalOverTenure,TotalByTenure,TotalLastMonth,TotalServices,TotalDevices,LastMonthGroup,CardSpendGroup,TenureGroup,segment,CustomerValue,probValue,ValueGroup,kmeans_segment
2,1,Male,73,9,Sales,No,9,No,35000,5.7,0.257355,1.737645,NA,No,Married,2,2,0,0,0,1,0,-1,-1," $ (1,000.00)",19,Yes,No,Visa,28,4,591.2,Yes,59,40.349999999999994,855.2,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,23,No,No,No,No,Yes,855.2,14.49491525423729,40.349999999999994,0,1,Low,Low,Long,2,Low,0.9629267033168997,High,2
1,1,Female,79,9,Professional,No,9,Yes,15000,5.4,0.243,0.567,NA,No,Unmarried,1,4,0,4,0,0,1,Lease,Domestic," $ 8,400.00 ",17,Yes,Yes,Visa,13,9,1325.4,No,31,28.05,323.95,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,34,No,No,No,No,No,323.95,10.45,28.05,4,1,Low,Low,Short,1,Low,0.9986264364274139,High,1
2,2,Male,72,15,Crafts,Yes,26,Yes,24000,10.1,1.323504,1.100496,NA,No,Unmarried,1,12,1,2,0,0,0,-1,-1," $ (1,000.00)",34,No,No,Visa,17,9,2001.9,No,21,37.349999999999994,232.75,No,0,0,No,No,0,0,No,No,No,2,No,No,No,No,Yes,16,Yes,No,No,No,No,232.75,11.083333333333334,37.349999999999994,0,2,Low,Low,Short,1,Low,0.9987967256325172,High,1
1,4,Female,24,19,Professional,No,0,No,23000,5.2,0.039468,1.156532,NA,No,Married,4,5,0,0,0,0,1,Own,Domestic," $ 9,800.00 ",33,No,Yes,Mast,6,4,750.5,Yes,47,44.55,667.4,Yes,38.849999999999994,1790.6,Yes,Yes,37.05,1763.05,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,No,Yes,4221.05,89.80957446808512,120.44999999999999,9,5,High,Low,Long,6,High,0.4587026671386148,Low,2
3,1,Female,57,17,Labor,Yes,17,Yes,12000,12.7,0.1905,1.3335,NA,No,Unmarried,1,1,0,0,1,1,4,Own,Foreign," $ 7,100.00 ",22,Yes,Yes,AMEX,23,16,5012.2,Yes,50,62.55,1030.4,No,0,0,Yes,No,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,24,Yes,Yes,Yes,Yes,No,1030.4,20.608,62.55,7,6,Low,High,Long,4,High,0.537222350336598,High,2
4,3,Male,18,13,Professional,No,0,No,12000,6.4,0.059904,0.708096,NA,Yes,Unmarried,2,0,0,0,0,1,2,Own,Domestic," $ 4,700.00 ",24,No,No,AMEX,0,11,2537.4,Yes,5,21,36.25,Yes,35.9,150,No,Yes,23.5,117.45,No,No,No,3,No,No,No,Yes,Yes,17,Yes,Yes,Yes,No,No,303.7,60.739999999999995,80.4,3,4,High,Low,Short,5,Low,0.9964890186501054,High,1
5,2,Male,54,12,Labor,No,23,No,245000,14.3,3.85385,31.18115,NA,No,Married,4,4,0,0,0,1,2,Own,Domestic," $ 83,700.00 ",19,No,No,Mast,35,9,3725.6,No,65,125.55,2744.7,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,No,No,24,No,Yes,Yes,No,No,2744.7,42.22615384615384,125.55,3,3,High,Low,Long,6,High,0.012895693372022966,Low,2
2,4,Male,56,12,Labor,Yes,24,No,81000,8.7,3.157056,3.889944,NA,No,Unmarried,2,1,1,0,0,0,3,Own,Foreign," $ 28,500.00 ",19,No,Yes,AMEX,35,9,3765.3,No,67,58.8,1289.75,No,0,0,Yes,No,0,0,Yes,No,No,2,No,No,No,No,Yes,15,Yes,No,No,No,Yes,1289.75,19.25,58.8,1,2,Low,Low,Long,2,Low,0.32878075742435375,Low,2
5,4,Male,49,14,Professional,No,12,No,80000,4.2,1.35744,2.00256,NA,No,Unmarried,1,0,0,0,0,1,2,Own,Foreign," $ 39,900.00 ",34,No,Yes,Disc,30,12,2653.5,No,64,83.7,1759.2,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,Yes,21,Yes,Yes,Yes,No,Yes,1759.2,27.4875,83.7,0,4,High,Low,Long,6,High,0.2461409515260892,Low,2
1,2,Female,31,19,Sales,No,0,No,95000,7.3,0.63802,6.29698,NA,Yes,Unmarried,1,3,1,2,0,1,0,-1,-1," $ (1,000.00)",32,No,Yes,Disc,13,12,12244.2,No,30,55.949999999999996,582.6,No,0,0,Yes,No,0,0,Yes,No,No,No,No,Yes,No,Yes,Yes,13,Yes,Yes,No,No,No,582.6,19.42,55.949999999999996,3,3,Low,High,Short,3,Low,0.1341015243400386,Low,3
5,4,Female,39,10,Professional,No,8,No,40000,7.4,0.89392,2.06608,NA,No,Married,3,10,1,0,0,1,1,Own,Domestic," $ 21,700.00 ",36,No,No,Mast,21,12,2613.4,No,58,28.05,529.6,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,15,No,No,Yes,No,Yes,529.6,9.13103448275862,28.05,1,2,Low,Low,Long,2,Low,0.9423404019329092,High,2
5,4,Female,42,16,Sales,No,3,No,71000,8.4,1.413468,4.550532,NA,No,Married,3,1,0,0,0,1,0,-1,-1," $ (1,000.00)",30,No,No,Visa,24,10,3136.2,Yes,60,25.05,487.25,No,0,0,Yes,No,0,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,26,No,No,No,No,Yes,487.25,8.120833333333334,25.05,5,1,Low,Low,Long,2,Low,0.9179409551351609,High,2
3,1,Male,53,11,Sales,No,6,No,48000,8,2.53824,1.30176,NA,Yes,Unmarried,1,1,0,1,0,1,1,Own,Domestic," $ 23,800.00 ",28,No,No,Visa,35,13,2003.7,No,72,81.6,1962.85,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,17,No,Yes,No,No,Yes,1962.85,27.261805555555554,81.6,5,2,High,Low,Long,6,High,0.18757856361148806,Low,2
5,4,Male,22,17,Agriculture,No,0,No,28000,11.4,0.517104,2.674896,NA,No,Unmarried,1,0,0,0,0,1,4,Own,Domestic," $ 16,700.00 ",23,No,Yes,Disc,4,16,4113,Yes,27,43.5,471.05,Yes,41.5,1100.6499999999999,Yes,Yes,27.85,785.55,No,Yes,No,2,Yes,Yes,Yes,Yes,No,11,Yes,Yes,Yes,No,No,2357.25,87.30555555555556,112.85,7,4,High,Low,Short,5,Low,0.5841796151713942,High,2
3,3,Female,21,16,Sales,Yes,0,No,19000,6.9,0.69483,0.61617,NA,Yes,Unmarried,3,5,0,3,0,1,1,Own,Foreign," $ 11,600.00 ",26,No,No,Mast,4,19,5181.3,No,6,15.3,27.150000000000002,Yes,40.25,197.3,Yes,Yes,35.849999999999994,207.25,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,No,431.70000000000005,71.95,91.39999999999999,9,6,High,High,Short,7,High,0.9615164279448202,High,1
4,5,Female,21,13,Sales,No,0,No,17000,9.1,0.945217,0.601783,NA,No,Unmarried,1,4,0,1,0,1,2,Lease,Foreign," $ 8,700.00 ",32,No,Yes,Mast,4,6,1214.7,Yes,5,8.850000000000001,6.2,No,0,0,No,No,0,0,No,No,No,No,No,Yes,No,No,No,32,No,Yes,No,No,No,6.2,1.24,8.850000000000001,1,2,Low,Low,Short,1,Low,0.9999760141065526,High,1
1,1,Male,18,13,Crafts,Yes,0,No,23000,15,1.1385,2.3115,NA,Yes,Married,3,7,1,1,0,1,2,Own,Foreign," $ 11,400.00 ",27,No,No,Mast,0,12,2579.7,No,6,10.2,29.8,No,0,0,No,No,0,0,No,No,No,Yes,Yes,No,No,No,No,0,Yes,Yes,No,No,No,29.8,4.966666666666667,10.2,2,2,Low,Low,Short,1,Low,0.9999309832472653,High,1
5,5,Male,72,20,Sales,No,2,Yes,27000,10.2,1.319166,1.434834,NA,No,Unmarried,1,0,0,0,0,0,1,Own,Domestic," $ 10,600.00 ",24,Yes,No,AMEX,23,5,1214.9,No,49,24.45,410.55,Yes,37.3,1761,Yes,No,0,0,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,31,Yes,Yes,Yes,No,Yes,2171.55,44.317346938775515,61.75,7,5,Low,Low,Long,2,Low,0.9382952248824166,High,2
4,5,Male,73,12,Labor,No,32,Yes,39000,15.2,3.456024,2.471976,NA,No,Married,2,7,0,0,0,1,3,Own,Foreign," $ 17,600.00 ",29,No,No,Disc,37,8,2927.7,No,69,47.25,1147.95,No,0,0,Yes,No,0,0,Yes,No,No,No,No,Yes,Yes,No,No,28,No,No,No,No,Yes,1147.95,16.63695652173913,47.25,3,1,Low,Low,Long,2,Low,0.5666983457267457,High,2
1,2,Male,79,18,Service,No,24,Yes,14000,4.8,0.222432,0.449568,NA,No,Married,2,1,0,1,0,1,1,Lease,Domestic," $ 4,400.00 ",32,Yes,Yes,AMEX,20,6,1580,No,53,40.949999999999996,697.2,Yes,33.6,1771.6499999999999,Yes,No,0,0,Yes,Yes,No,2,No,No,No,No,Yes,17,Yes,Yes,Yes,No,No,2468.85,46.58207547169811,74.55,3,4,High,Low,Long,6,High,0.7869246854638176,High,2
5,5,Male,19,14,Sales,No,0,No,18000,7.1,0.49842,0.77958,NA,Yes,Unmarried,1,0,0,0,0,1,0,-1,-1," $ (1,000.00)",29,Yes,Yes,Mast,1,11,1357.5,Yes,2,9,6.8,No,0,0,No,No,0,0,No,No,No,Yes,Yes,No,No,No,No,17,Yes,Yes,No,No,No,6.8,3.4,9,2,3,Low,Low,Short,1,Low,0.9999809629529377,High,1
1,1,Male,52,10,Sales,No,4,No,32000,12.9,1.118688,3.009312,NA,No,Married,4,0,0,0,0,1,2,Own,Foreign," $ 16,600.00 ",24,No,No,Visa,35,11,2082.9,Yes,67,41.849999999999994,939.3,No,0,0,Yes,No,0,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,Yes,939.3,14.019402985074626,41.849999999999994,6,2,Low,Low,Long,2,Low,0.7923858994204386,High,2
3,1,Female,57,12,Agriculture,No,29,No,88000,7,1.37368,4.78632,NA,No,Married,4,8,0,0,0,0,3,Own,Domestic," $ 33,000.00 ",18,No,Yes,Mast,37,4,738.1,Yes,68,95.7,2196.9,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,20,No,No,No,No,Yes,2196.9,32.307352941176475,95.7,1,1,High,Low,Long,6,High,0.2616866504700151,Low,2
1,1,Female,69,21,Sales,No,3,Yes,14000,2.1,0.090846,0.203154,NA,No,Married,2,0,0,0,0,1,6,Own,Domestic," $ 7,100.00 ",24,No,No,Disc,32,7,1131.7,Yes,68,61.5,1394.95,No,0,0,Yes,No,0,0,Yes,No,No,3,No,No,No,No,No,17,Yes,Yes,Yes,No,Yes,1394.95,20.513970588235296,61.5,1,4,Low,Low,Long,2,Low,0.6671047374038406,High,2
3,3,Male,24,19,Professional,No,0,No,26000,17.4,1.796028,2.727972,NA,Yes,Unmarried,2,0,0,0,0,0,5,Own,Domestic," $ 12,500.00 ",24,No,No,Disc,4,7,2137,Yes,15,18.150000000000002,77.8,Yes,37.2,503.5,No,No,0,0,Yes,No,No,4,No,No,No,No,Yes,24,Yes,No,Yes,No,No,581.3,38.75333333333333,55.35000000000001,2,3,Low,Low,Short,1,Low,0.9980795246109707,High,1
5,3,Male,77,17,Agriculture,No,42,Yes,160000,8,0.9856,11.8144,NA,No,Unmarried,1,6,0,0,0,1,3,Own,Foreign," $ 84,000.00 ",29,Yes,Yes,Disc,38,9,2923.7,No,72,79.2,1910.05,Yes,38.8,2778.3,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,Yes,22,Yes,No,Yes,No,Yes,4688.35,65.11597222222223,118,3,3,High,Low,Long,6,High,0.015345698899799356,Low,2
5,4,Female,27,14,Sales,No,1,No,26000,6.2,0.480376,1.131624,NA,No,Married,4,0,0,0,0,1,0,-1,-1," $ (1,000.00)",29,No,No,AMEX,9,12,3417.3,No,47,42.15,601.3499999999999,No,0,0,Yes,No,0,0,No,No,No,2,No,No,No,Yes,No,11,Yes,Yes,Yes,No,No,601.3499999999999,12.794680851063827,42.15,1,4,Low,Low,Long,2,Low,0.9356687646148789,High,1
5,3,Male,70,20,Sales,No,6,No,61000,5,0.671,2.379,NA,No,Unmarried,1,0,0,0,0,1,2,Own,Domestic," $ 21,500.00 ",33,No,No,Disc,26,8,1793.5,No,53,16.650000000000002,280.8,No,0,0,Yes,No,0,0,Yes,No,Yes,3,No,Yes,No,No,Yes,10,Yes,No,No,No,Yes,280.8,5.29811320754717,16.650000000000002,3,3,Low,Low,Long,2,Low,0.9893071351728676,High,1
2,1,Male,76,10,Sales,No,11,Yes,12000,5.4,0.23004,0.41796,NA,No,Unmarried,1,4,0,1,0,0,3,Lease,Domestic," $ 6,000.00 ",19,No,No,Mast,26,9,1983.1,Yes,57,18.150000000000002,305.4,No,0,0,Yes,No,0,0,Yes,No,Yes,3,No,Yes,Yes,No,No,28,Yes,No,No,No,No,305.4,5.357894736842105,18.150000000000002,4,3,Low,Low,Long,2,Low,0.9797470043646054,High,2
2,2,Male,67,16,Labor,No,21,No,137000,12.8,8.697856,8.838144,NA,No,Married,2,1,1,0,0,1,5,Own,Foreign," $ 64,100.00 ",23,No,No,Disc,31,11,2232.4,No,58,60,1150.6,No,0,0,Yes,No,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,22,Yes,Yes,Yes,No,No,1150.6,19.837931034482757,60,7,5,Low,Low,Long,2,Low,0.7656480157669355,High,2
1,4,Female,30,11,Crafts,Yes,6,No,29000,14.4,1.31544,2.86056,NA,No,Unmarried,1,0,0,0,0,0,1,Own,Foreign," $ 12,300.00 ",31,No,Yes,Visa,8,11,2677.2,No,10,9.3,26.6,No,0,0,No,No,0,0,No,No,No,No,No,No,Yes,No,No,22,No,No,No,No,No,26.6,2.66,9.3,1,1,Low,Low,Short,1,Low,0.9998916887588809,High,1
1,1,Female,37,14,Professional,No,5,No,38000,11.4,1.680816,2.651184,NA,Yes,Married,3,0,0,0,0,1,0,-1,-1," $ (1,000.00)",18,No,No,Mast,12,13,2643.9,No,40,28.35,396.35,No,0,0,Yes,No,0,0,No,No,No,Yes,Yes,Yes,No,No,No,23,Yes,No,No,No,No,396.35,9.908750000000001,28.35,3,2,Low,Low,Short,1,Low,0.9913440377001091,High,1
2,1,Female,24,9,Sales,No,0,No,31000,22.3,0.698213,6.214787,NA,Yes,Married,2,4,4,0,0,0,3,Own,Foreign," $ 16,300.00 ",23,No,Yes,Visa,6,11,1359.1,Yes,46,29.25,412.25,No,0,0,Yes,No,0,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,23,Yes,Yes,No,No,Yes,412.25,8.96195652173913,29.25,6,3,Low,Low,Long,2,Low,0.9921921986436874,High,1
4,3,Female,34,14,Sales,No,0,No,19000,5.1,0.334305,0.634695,NA,Yes,Unmarried,1,8,0,1,0,1,1,Own,Foreign," $ 9,100.00 ",28,No,No,Disc,11,3,560.6,Yes,30,19.35,246,Yes,23.3,686.4499999999999,No,No,0,0,No,No,No,No,No,No,No,No,Yes,30,Yes,No,Yes,No,Yes,932.4499999999999,31.081666666666663,42.650000000000006,1,3,Low,Low,Short,1,Low,0.9982376254652713,High,1
1,1,Male,57,15,Professional,Yes,16,No,105000,11.9,4.87305,7.62195,NA,No,Unmarried,1,2,2,0,0,1,2,Own,Domestic," $ 56,200.00 ",14,No,Yes,Disc,12,10,3174.4,Yes,35,23.85,253.1,No,0,0,No,No,0,0,No,No,No,No,No,No,Yes,No,No,21,No,No,No,No,Yes,253.1,7.231428571428571,23.85,1,1,Low,Low,Short,1,Low,0.9945962286965327,High,1
2,4,Female,43,21,Sales,No,2,No,69000,21.3,5.099859,9.597141,NA,No,Married,2,2,2,0,0,1,4,Lease,Foreign," $ 30,500.00 ",30,No,No,Disc,25,11,1990.5,Yes,53,47.849999999999994,897.6,Yes,54,2770.7,Yes,Yes,44.75,2332.1,Yes,Yes,No,4,Yes,No,No,No,Yes,23,Yes,Yes,Yes,No,Yes,6000.4,113.21509433962264,146.6,5,4,High,Low,Long,6,High,0.04181393476601634,Low,2
3,2,Male,24,13,Sales,No,0,No,24000,7,0.64848,1.03152,NA,Yes,Unmarried,1,0,0,0,0,1,1,Own,Foreign," $ 13,000.00 ",18,Yes,Yes,Visa,6,12,2360.4,No,19,34.5,203.8,Yes,33.05,599.65,Yes,Yes,28.55,472.6,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,No,13,Yes,Yes,Yes,No,Yes,1276.0500000000002,67.16052631578948,96.1,9,5,High,Low,Short,5,Low,0.9646949062767587,High,1
1,1,Male,44,19,Sales,No,8,No,184000,9.9,16.631208,1.584792,NA,Yes,Unmarried,3,0,0,0,0,0,3,Own,Domestic," $ 69,700.00 ",26,No,Yes,Disc,23,6,1207.8,No,45,46.5,637.7,No,0,0,Yes,Yes,25.45,1039.35,Yes,No,No,3,Yes,Yes,No,No,Yes,24,Yes,No,Yes,Yes,Yes,1677.05,37.26777777777777,71.95,4,4,High,Low,Long,6,High,0.9292822610110926,High,2
2,1,Female,58,18,Sales,No,0,No,145000,20.4,6.62592,22.95408,NA,Yes,Unmarried,1,0,0,0,0,1,2,Own,Foreign," $ 53,700.00 ",21,Yes,No,Visa,5,11,3870.1,No,10,10.5,22.2,Yes,39.849999999999994,342.5,Yes,No,0,0,No,Yes,No,Yes,No,Yes,No,No,Yes,15,Yes,No,Yes,No,No,364.7,36.47,50.349999999999994,4,3,Low,Low,Short,1,Low,0.9975064401834004,High,1
5,3,Male,24,17,Sales,No,0,No,28000,7.6,0.312816,1.815184,NA,No,Unmarried,1,2,0,2,0,1,3,Lease,Domestic," $ 13,100.00 ",23,Yes,No,Disc,6,9,2316.5,Yes,29,30.150000000000002,328.25,No,0,0,Yes,Yes,27.2,761.3499999999999,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,12,Yes,Yes,Yes,No,Yes,1089.6,37.57241379310344,57.35,6,5,Low,Low,Short,1,Low,0.9887952584929154,High,1
2,1,Female,29,13,Labor,No,8,No,43000,32.3,2.291685,11.597315,NA,Yes,Unmarried,1,0,0,0,0,0,3,Own,Domestic," $ 20,500.00 ",32,No,No,AMEX,3,18,5588.7,Yes,16,13.05,75.9,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,16,Yes,Yes,No,No,No,75.9,4.74375,13.05,0,3,Low,High,Short,3,Low,0.9983401094559298,High,1
1,1,Female,66,12,Sales,No,12,No,72000,8,0.84672,4.91328,NA,No,Unmarried,1,11,0,2,0,1,2,Own,Domestic," $ 48,000.00 ",24,No,No,Visa,28,8,3199,No,55,45.75,762.2,No,0,0,Yes,Yes,40.5,2116.6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,18,Yes,No,No,Yes,Yes,2878.8,52.341818181818184,86.25,8,4,High,Low,Long,6,High,0.34925855028073904,Low,2
2,4,Female,31,17,Sales,No,1,No,25000,18.4,2.139,2.461,NA,Yes,Married,5,1,1,0,0,0,0,-1,-1," $ (1,000.00)",27,Yes,Yes,Visa,13,4,624.8,Yes,33,14.850000000000001,162.5,Yes,30.8,879.5,Yes,Yes,32.75,1033.7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,15,Yes,No,Yes,No,No,2075.7,62.89999999999999,78.4,9,4,High,Low,Short,5,Low,0.9800667074308919,High,1
2,2,Female,63,18,Professional,Yes,4,No,31000,17.5,2.381575,3.043425,NA,Yes,Unmarried,1,0,0,0,0,1,1,Own,Domestic," $ 19,000.00 ",17,No,Yes,Visa,16,7,2431.8,No,17,35.7,200.4,Yes,34.6,564.8,Yes,No,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,21,Yes,No,Yes,No,Yes,765.1999999999999,45.01176470588235,70.30000000000001,7,4,High,Low,Short,5,Low,0.9931629998673919,High,1
2,4,Male,36,18,Sales,No,0,No,54000,7,1.06596,2.71404,NA,Yes,Unmarried,3,0,0,0,0,1,2,Own,Foreign," $ 35,000.00 ",32,No,No,Disc,5,13,2926.8,No,18,11.850000000000001,56.849999999999994,Yes,42.05,729.5,Yes,Yes,29.5,561.9499999999999,Yes,No,No,2,No,No,Yes,No,Yes,19,Yes,Yes,Yes,No,No,1348.3,74.90555555555555,83.4,4,4,High,Low,Short,5,Low,0.9779883135765793,High,1
5,4,Female,38,21,Professional,No,2,No,45000,10.3,1.63152,3.00348,NA,No,Unmarried,1,10,0,0,4,0,2,Own,Foreign," $ 23,100.00 ",31,No,Yes,Mast,5,13,2677.5,Yes,13,19.650000000000002,104.64999999999999,No,0,0,No,No,0,0,No,No,No,2,No,Yes,Yes,Yes,No,24,Yes,Yes,Yes,No,No,104.64999999999999,8.049999999999999,19.650000000000002,3,4,Low,Low,Short,1,Low,0.9997252910137486,High,1
2,5,Female,39,11,Sales,No,6,No,32000,6.2,0.779712,1.204288,NA,No,Unmarried,1,2,0,0,2,1,2,Own,Domestic," $ 12,900.00 ",34,No,Yes,Visa,6,13,2113.3,Yes,13,6.75,26.05,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,13,Yes,No,No,No,No,26.05,2.003846153846154,6.75,0,2,Low,Low,Short,1,Low,0.9999091641541603,High,1
5,5,Male,65,14,Professional,Yes,6,No,38000,22.1,4.938024,3.459976,NA,No,Unmarried,1,5,3,2,0,0,1,Lease,Domestic," $ 18,900.00 ",37,Yes,No,Disc,11,5,1076.6,No,35,25.5,314.9,No,0,0,No,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,24,No,No,No,No,Yes,314.9,8.997142857142856,25.5,4,1,Low,Low,Short,1,Low,0.9984286667777045,High,1
5,3,Female,43,20,Sales,No,3,No,59000,9.3,0.126201,5.360799,NA,Yes,Unmarried,1,4,0,0,4,1,3,Own,Domestic," $ 26,600.00 ",21,No,Yes,Disc,2,12,5679.2,No,16,18.6,81.14999999999999,Yes,26.650000000000002,446.45,No,No,0,0,Yes,No,No,3,No,No,No,No,Yes,10,Yes,Yes,Yes,No,No,527.6,32.975,45.25,2,4,Low,High,Short,3,Low,0.9887375614468891,High,1
3,2,Female,59,16,Sales,Yes,6,No,34000,5.5,0.38335,1.48665,NA,No,Married,2,11,0,0,0,1,3,Own,Domestic," $ 17,100.00 ",27,Yes,No,AMEX,10,12,7370.1,Yes,30,16.2,183.25,No,0,0,Yes,No,0,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,14,Yes,No,No,Yes,No,183.25,6.108333333333333,16.2,6,4,Low,High,Short,3,Low,0.9718153399180287,High,3
3,5,Male,74,16,Labor,No,42,Yes,70000,12.2,2.63032,5.90968,NA,No,Married,2,0,0,0,0,1,3,Own,Foreign," $ 35,000.00 ",28,No,No,Mast,18,15,3995.7,No,49,23.1,409.65000000000003,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,19,Yes,No,No,No,No,409.65000000000003,8.360204081632654,23.1,5,2,Low,Low,Long,2,Low,0.9605787665636084,High,1
3,3,Female,59,11,Sales,No,19,Yes,32000,8.6,0.209152,2.542848,NA,No,Married,3,0,0,0,0,1,1,Own,Domestic," $ 13,800.00 ",22,Yes,Yes,Disc,18,12,3884.4,Yes,34,26.7,329.2,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,19,No,No,No,No,No,329.2,9.68235294117647,26.7,0,1,Low,Low,Short,1,Low,0.9910623037654018,High,1
2,3,Female,24,12,Service,No,3,No,14000,6.5,0.31759,0.59241,NA,Yes,Married,2,0,0,0,0,0,2,Own,Domestic," $ 6,300.00 ",32,No,Yes,Visa,6,7,3071.8,No,37,19.05,250.45000000000002,No,0,0,No,No,0,0,No,No,No,Yes,No,No,No,No,No,24,Yes,Yes,Yes,No,No,250.45000000000002,6.768918918918919,19.05,1,4,Low,Low,Short,1,Low,0.9952193007640177,High,1
4,3,Female,77,16,Sales,Yes,14,Yes,15000,16,0.6288,1.7712,NA,No,Unmarried,1,2,2,0,0,0,0,-1,-1," $ (1,000.00)",20,No,No,AMEX,15,11,2744,Yes,45,40.05,630.4,No,0,0,Yes,No,0,0,No,No,No,Yes,No,No,No,No,No,25,Yes,No,No,No,No,630.4,14.008888888888889,40.05,1,2,Low,Low,Long,2,Low,0.9691642345754228,High,1
1,2,Female,24,10,Service,No,5,No,30000,3.9,0.45513,0.71487,NA,No,Unmarried,1,1,0,1,0,0,4,Own,Foreign," $ 17,000.00 ",27,Yes,Yes,Mast,2,9,5424.8,Yes,2,10.350000000000001,6.2,Yes,25.45,37.65,No,No,0,0,No,Yes,No,2,No,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,No,43.85,21.925,35.8,5,4,Low,High,Short,3,Low,0.9988040716775154,High,1
5,3,Female,25,13,Sales,No,1,No,25000,7,0.5075,1.2425,NA,Yes,Married,6,7,0,0,0,0,1,Own,Domestic," $ 14,300.00 ",30,Yes,No,Visa,6,10,2111.5,Yes,22,30.9,205.1,No,0,0,No,No,0,0,Yes,No,No,2,No,No,No,No,No,27,Yes,No,Yes,No,No,205.1,9.322727272727272,30.9,1,3,Low,Low,Short,1,Low,0.9990087028775746,High,1
3,1,Female,28,20,Service,No,1,No,15000,13.7,0.55485,1.50015,NA,Yes,Married,4,2,0,0,2,1,5,Own,Foreign," $ 5,700.00 ",22,No,Yes,Disc,10,16,3921.7,Yes,26,24.9,235.35000000000002,Yes,31.7,835,Yes,No,0,0,No,Yes,No,4,Yes,Yes,Yes,Yes,No,20,Yes,Yes,No,No,Yes,1070.35,41.16730769230769,56.599999999999994,6,3,Low,Low,Short,1,Low,0.9788138334074259,High,1
4,4,Female,18,13,Labor,No,0,No,16000,2.8,0.201152,0.246848,NA,Yes,Married,8,0,0,0,0,1,0,-1,-1," $ (1,000.00)",36,No,No,Mast,0,9,1388,Yes,8,20.7,62.349999999999994,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,18,No,No,No,No,Yes,62.349999999999994,7.793749999999999,20.7,0,1,Low,Low,Short,1,Low,0.9999259073736299,High,1
5,2,Female,52,12,Labor,Yes,6,No,36000,14.6,1.26144,3.99456,NA,No,Married,2,6,0,3,0,1,2,Own,Foreign," $ 14,300.00 ",29,No,No,Visa,13,13,4684.4,Yes,40,21.9,280.45,No,0,0,No,No,0,0,No,No,No,No,No,No,Yes,No,No,11,No,Yes,No,No,No,280.45,7.0112499999999995,21.9,1,2,Low,Low,Short,1,Low,0.9784697832891059,High,1
3,4,Female,35,7,Professional,No,2,No,16000,6.3,0.18144,0.82656,NA,No,Unmarried,3,3,1,2,0,0,2,Own,Domestic," $ 8,600.00 ",25,No,Yes,Mast,3,2,182.6,Yes,9,15.15,42.05,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,19,No,No,No,No,No,42.05,4.672222222222222,15.15,0,1,Low,Low,Short,1,Low,0.9999721480946023,High,1
